agency,budget_type,fund_type,account,appropriation_id,chapter_year,appropriation_amount,reappropriation_amount,bill_language,page_number,line_number,fiscal_year,source_file,composite_key,program_purpose,program_category,recipient_name,recipient_type,recipients,statutory_references,has_transfer_authority,has_interchange_authority,transfer_targets,requires_approval,approval_authority,set_aside_amount,set_aside_purpose,percentage_allocations,time_limits,has_notwithstanding
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,capital projects fund,Highway and Bridge Capital Account - 30051,54269,2014,1700000,1700000,"39 For capital grants to municipalities pursuant to annual program
40 authorizations enacted and effective prior to April 1, 2014, in
41 relation to the suburban highway improvement program in sections
42 10-f and 10-g of the highway law. Notwithstanding any contrary
43 provision of law contained in such annual program authorization,
44 payments pursuant to this appropriation shall be made from the state
45 capital projects fund (17SH1421) (54269) ...........................
46 1,700,000 ......................................... (re. $1,700,000)",1107,39.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|54269|2014|1700000,,transportation,,,[],[],False,False,[],False,,,,[],[],False
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,Capital Projects Fund,Transportation Account - 31354,53287,1984,37,7056000,"12 By chapter 54, section 1, of the laws of 1984, as amended by chapter
13 259, section 6, of the laws of 1993:
14 For the costs pursuant to the provisions of the rebuild New York
15 through transportation infrastructure renewal bond act of 1983, of
16 the cost of capital projects to be reimbursed from bond fund
17 proceeds for the improvement of highways, parkways, commuter parking
18 facilities, and other highway facilities including bridges, other
19 structures, and appurtenances. Project costs funded from this appro-
20 priation may include, but shall not necessarily be limited to,
21 preliminary planning and feasibility studies; survey and design;
22 acquisition of property, construction, reconstruction, recondition-
23 ing and preservation; the contract engineering services provided by
24 private firms. No expenditures shall be made from this appropriation
25 for personal services and expenses other than consulting services.
26 The items in the schedule below are projects with a common purpose and
27 as such, may be interchanged without limitation.
28 Notwithstanding any other provision of the law, the commissioner of
29 transportation is authorized to acquire all necessary land not on
30 the state highway system for the purpose of highway projects at the
31 request of the locality under whose jurisdiction the project is
32 constructed or reconstructed.
33 Funds from this appropriation may be made available for the payment of
34 liabilities incurred prior to April one, nineteen hundred eightyfour
35 but not for the payment of liabilities incurred prior to November
36 eight, nineteen hundred eighty-three (17288424) (53287) ... ......
37 ................................................... (re. $7,056,000)",1110,12.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|53287|1984|37,,transportation,,,[],[],False,False,[],False,,,,[],[],False
DEPARTMENT OF TRANSPORTATION,CAPITAL PROJECTS,capital projects fund,Transportation Account - 31354,80915,1980,34,149000,"1113 12554-09-5
DEPARTMENT OF TRANSPORTATION
CAPITAL PROJECTS - REAPPROPRIATIONS 2025-26
1 preservation and development fund pursuant to the energy conserva-
2 tion through improved transportation bond act of nineteen hundred
3 seventy-nine for payment to the capital projects fund for disburse-
4 ments from such fund pursuant to an appropriation for acquisition,
5 construction, reconstruction, establishment, improvement and reha-
6 bilitation of urban, commuter and intercity rail passenger and rapid
7 transit systems and rail freight capital facilities, for the acqui-
8 sition of real property and interests in real property required or
9 expected to be required therefor and for any capital equipment to be
10 used in connection therewith, including all costs incidental there-
11 to.
12 Notwithstanding the provisions of any general or special law, no
13 moneys shall be available from the rail preservation and development
14 fund until a certificate of approval of availability shall have been
15 issued by the director of the budget, and a copy of such certificate
16 filed with the state comptroller, the chairman of the senate finance
17 committee and the chairman of the assembly ways and means committee.
18 Such certificate may be amended from time to time by the director of
19 the budget, and a copy of each such amendment shall be filed with
20 the state comptroller, the chairman of the senate finance committee
21 and the chairman of the assembly ways and means committee. The
22 director of the budget is hereby authorized to designate to the
23 state comptroller specific appropriations made from the projects
24 fund for purposes for which rail preservation and development fund
25 expenditures are authorized. The state comptroller shall at the
26 commencement of each month certify to the director of the budget,
27 the chairman of the senate finance committee and the chairman of the
28 assembly ways and means committee, the amounts disbursed from the
29 appropriations designated by the director of the budget from the
30 capital projects fund for these disbursements pursuant to appropri-
31 ations from such fund for such purposes for the month preceding such
32 certification and such certifications shall not exceed in the aggre-
33 gate the moneys hereby appropriated (01371310) (80915) .............
34 ..................................................... (re. $149,000)",1113,1.0,2025-26,CAP 25-26.pdf,DEPARTMENT OF TRANSPORTATION|80915|1980|34,,transportation,,,[],[],False,False,[],False,,,,[],[],False
NEW YORK STATE URBAN DEVELOPMENT CORPORATION,CAPITAL PROJECTS,Capital Projects Fund,Transportation Infrastructure Renewal Bond Fund Account - 30660,47322,2024,2329000,2329000,"43 The sum of $2,330,000 is hereby appropriated for services and expenses
44 related to the retention of professional football in Western New
45 York (91032409) (47322) ... 2,329,000 ............. (re. $2,329,000)",1142,43.0,2025-26,CAP 25-26.pdf,NEW YORK STATE URBAN DEVELOPMENT CORPORATION|47322|2024|2329000,,,,,[],[],False,False,[],False,,,,[],[],False
NEW YORK STATE URBAN DEVELOPMENT CORPORATION,CAPITAL PROJECTS,Capital Projects Fund,Transportation Infrastructure Renewal Bond Fund Account - 30660,58044,2024,250000000,250000000,"4 The sum of $250,000,000 is hereby appropriated for services and
5 expenses, loans and grants related to the Launch NY AI Consortium
6 program. Funds appropriated herein shall be for, including but not
7 limited to, the acquisition of real property, preparation of plans,
8 design, construction, renovation, administration, and other costs
9 incidental thereto (91442409) _(_5_8_0_4_4_) ..............................
10 250,000,000 ..................................... (re. $250,000,000)",1143,4.0,2025-26,CAP 25-26.pdf,NEW YORK STATE URBAN DEVELOPMENT CORPORATION|58044|2024|250000000,,infrastructure,,,[],[],False,False,[],False,,,,[],[],False
NEW YORK STATE URBAN DEVELOPMENT CORPORATION,CAPITAL PROJECTS,Capital Projects Fund,Transportation Infrastructure Renewal Bond Fund Account - 30660,47009,2023,149956000,149956000,"29 The sum of $150,000,000 is hereby appropriated for the regional
30 economic development council initiative. Funding will be pursuant to
31 a plan developed by the chief executive officer of the New York
32 state urban development corporation and based in part on a compet-
33 itive selection process among the regional economic development
34 councils and will support initiatives based on anticipated economic
35 development benefits. Such moneys will be awarded by the New York
36 state urban development corporation at its discretion (91142309)
37 (47009) ... 150,000,000 ... . ................... (re. $149,956,000)",1145,29.0,2025-26,CAP 25-26.pdf,NEW YORK STATE URBAN DEVELOPMENT CORPORATION|47009|2023|149956000,,transportation,,,[],[],False,False,[],False,,,,[],[],False
NEW YORK STATE URBAN DEVELOPMENT CORPORATION,CAPITAL PROJECTS,Capital Projects Fund,Transportation Infrastructure Renewal Bond Fund Account - 30660,58012,2023,5000000,5000000,"38 The sum of $5,000,000 is hereby appropriated for services and expenses
39 for the Pace University Performing Arts Center. Funds appropriated
40 herein shall be for, including but not limited to, the acquisition
41 of real property, preparation of plans, design, construction, reno-
42 vation, administration, and other costs incidental thereto
43 (91982309) (58012) ... 5,000,000 .................. (re. $5,000,000)",1145,38.0,2025-26,CAP 25-26.pdf,NEW YORK STATE URBAN DEVELOPMENT CORPORATION|58012|2023|5000000,,education,Pace University,,"[{""name"": ""Pace University"", ""entity_type"": ""educational""}]",[],False,False,[],False,,,,[],[],False
NEW YORK STATE URBAN DEVELOPMENT CORPORATION,CAPITAL PROJECTS,Capital Projects Fund,Transportation Infrastructure Renewal Bond Fund Account - 30660,58012,2022,5000000,5000000,"42 The sum of $5,000,000 is hereby appropriated for services and expenses
43 for the Pace University Performing Arts Center. Funds appropriated
44 herein shall be for, including but not limited to, the acquisition
45 of real property, preparation of plans, design, construction, reno-
46 vation, administration, and other costs incidental thereto
47 (91982209) (58012) ... 5,000,000 .................. (re. $5,000,000)",1148,42.0,2025-26,CAP 25-26.pdf,NEW YORK STATE URBAN DEVELOPMENT CORPORATION|58012|2022|5000000,,education,Pace University,,"[{""name"": ""Pace University"", ""entity_type"": ""educational""}]",[],False,False,[],False,,,,[],[],False
NEW YORK STATE URBAN DEVELOPMENT CORPORATION,CAPITAL PROJECTS,Capital Projects Fund,Transportation Infrastructure Renewal Bond Fund Account - 30660,58016,2022,182000000,35098000,"15 The sum of $182,000,000 is hereby appropriated for services and
16 expenses for athletic facilities related to professional football in
17 Orchard Park, New York. Funds appropriated herein shall be for,
18 including but not limited to, the acquisition of real property,
19 preparation of plans, design, construction, renovation, demolition
20 of existing facilities, and other improvements and costs incidental
21 thereto, including the costs of program administration and the
22 payment of liabilities incurred prior to April 1, 2022; provided
23 however, that the release of such funds shall be subject to the
24 terms of a memorandum of understanding and associated contractual
25 agreements and any ancillary documents between the Erie County
26 Stadium Corporation and the lessee of such athletic facilities, for
27 no less than thirty years. All or a portion of the funds appropri-
28 ated hereby may be suballocated or transferred to any department,
29 agency, or public authority (91BB2209) (58016) .....................
30 182,000,000 ...................................... (re. $35,098,000)",1149,15.0,2025-26,CAP 25-26.pdf,NEW YORK STATE URBAN DEVELOPMENT CORPORATION|58016|2022|182000000,,infrastructure,,,[],[],True,False,"[""any department""]",False,,,,[],[],False
NEW YORK STATE URBAN DEVELOPMENT CORPORATION,CAPITAL PROJECTS,Capital Projects Fund,Transportation Infrastructure Renewal Bond Fund Account - 30660,85515,2017,65000000,65000000,"32 The sum of $65,000,000 is hereby appropriated for services and
33 expenses, loans, grants, and costs associated with economic develop-
34 ment and infrastructure projects, provided however that up to
35 $45,000,000 shall be available from this appropriation for reno-
36 vations to LIRR stations, including but no limited to Great Neck,
37 Valley Stream, Merrick, Bellmore, Baldwin, Deer Park, Syosset,
38 Northport and Stoney Brook. In addition, up to $20,000,000 shall be
39 available from this appropriation for the LIRR Brookhaven connection
40 project. All or a portion of the funds appropriated hereby may be
41 suballocated or transferred to any department, agency, or public
42 authority (91461709) (85515) ... 65,000,000 ...... (re. $65,000,000)",1153,32.0,2025-26,CAP 25-26.pdf,NEW YORK STATE URBAN DEVELOPMENT CORPORATION|85515|2017|65000000,,transportation,,,[],[],False,False,[],False,,,39 available from this appropriation for the LIRR Brookhaven connection 40 project,[],[],False
NEW YORK STATE URBAN DEVELOPMENT CORPORATION,CAPITAL PROJECTS,Capital Projects Fund,Transportation Infrastructure Renewal Bond Fund Account - 30660,47363,2008,35000000,5280000,"36 By chapter 55, section 1, of the laws of 2008, as added by chapter 53,
37 section 5, of the laws of 2008:
38 The sum of $35,000,000 is hereby appropriated for the downstate revi-
39 talization fund, as authorized pursuant to a chapter of the laws of
40 2008, and subject to a plan submitted by the chairman of the New
41 York state urban development corporation and approved by the direc-
42 tor of the budget. All or a portion of the funds appropriated hereby
43 may be suballocated or transferred to any department, agency, or
44 public authority (91010809) (47363) ................................
45 35,000,000 ........................................ (re. $5,280,000)",1156,36.0,2025-26,CAP 25-26.pdf,NEW YORK STATE URBAN DEVELOPMENT CORPORATION|47363|2008|35000000,,transportation,,,[],[],True,False,"[""any department""]",False,,,,[],[],False
NEW YORK STATE URBAN DEVELOPMENT CORPORATION,CAPITAL PROJECTS,Capital Projects Fund,Infrastructure Investment Account - 33050,58017,2022,418000000,264774000,"1164 12554-09-5
NEW YORK STATE URBAN DEVELOPMENT CORPORATION
CAPITAL PROJECTS - REAPPROPRIATIONS 2025-26
1 ation shall be supported from gaming settlement proceeds, which
2 shall be transferred to the dedicated infrastructure investment
3 fund. All or a portion of the funds appropriated hereby may be
4 suballocated or transferred to any department, agency, or public
5 authority (91BD2209) (58017) .......................................
6 418,000,000 ..................................... (re. $264,774,000)",1164,1.0,2025-26,CAP 25-26.pdf,NEW YORK STATE URBAN DEVELOPMENT CORPORATION|58017|2022|418000000,,transportation,,,[],[],False,False,[],False,,,,[],[],False
NEW YORK STATE URBAN DEVELOPMENT CORPORATION,CAPITAL PROJECTS,Capital Projects Fund,Infrastructure Investment Account - 33050,47349,2024,603050000,55415000,"36 amended by chapter 54, section 1, of the laws of 2024, is hereby
37 amended and reappropriated to read:
38 The sum of $603,050,000 is hereby appropriated for economic develop-
39 ment projects, university development projects, homeland security
40 projects, environmental projects, public recreation projects and
41 arts and cultural facility improvement projects, including but not
42 limited to those listed in the schedule below. All or a portion of
43 the funds appropriated herein may be suballocated [or transferred]
44 to any department, agency or public authority. _A_l_l__o_r__a__p_o_r_t_i_o_n__o_f
45 _t_h_e__f_u_n_d_s__a_p_p_r_o_p_r_i_a_t_e_d__h_e_r_e_i_n__m_a_y__b_e__t_r_a_n_s_f_e_r_r_e_d__t_o__a_n_y___d_e_p_a_r_t_m_e_n_t_,
46 _a_g_e_n_c_y__o_r__p_u_b_l_i_c__a_u_t_h_o_r_i_t_y (910606A3) (47349) ......................
47 603,050,000 ...................................... (re. $55,415,000)",1170,36.0,2025-26,CAP 25-26.pdf,NEW YORK STATE URBAN DEVELOPMENT CORPORATION|47349|2024|603050000,,arts_culture,,,[],[],False,False,[],False,,,,[],[],False
OFFICE OF VICTIM SERVICES,CAPITAL PROJECTS,Capital Projects Fund,Infrastructure Investment Account - 33050,19920,2021,4300000,147000,"37 By chapter 54, section 1, of the laws of 2021:
38 For services and expenses related to a storage facility for sexual
39 offense evidence collection kits, including the costs of demolition,
40 alterations, and improvements to existing facilities, departmental
41 administrative costs, preparation of plans and for services provided
42 by the design and construction account of the centralized services
43 fund of the New York state office of general services (VSSF2103)
44 (19920) ... 4,300,000 ............................... (re. $147,000)",1179,37.0,2025-26,CAP 25-26.pdf,OFFICE OF VICTIM SERVICES|19920|2021|4300000,For services and expenses related to a storage facility for sexual,infrastructure,,,[],[],False,False,[],False,,,,[],[],False
MISCELLANEOUS -- ALL STATE DEPARTMENTS AND AGENCIES,CAPITAL PROJECTS,Capital Projects Fund,WCB IT Business Process Design Account - 32218,85021,2025,40000000,0,"1182 12554-09-5 MISCELLANEOUS -- ALL STATE DEPARTMENTS AND AGENCIES ARTS AND CULTURAL FACILITIES IMPROVEMENT PROGRAM CAPITAL PROJECTS 2025-26 1 York. The guidelines for the program and 2 competitive process shall ensure that such 3 funding is made available for uses 4 throughout the state and takes into 5 account regional distribution, supports a 6 range of grant awards including a minimum 7 grant of $10,000, and no match require- 8 ments for organizations as deemed appro- 9 priate by the New York state council on 10 the arts. Notwithstanding any inconsistent 11 provision of law, the dormitory authority 12 shall be authorized to administer this 13 program and designated state agencies 14 shall provide all necessary assistance. 15 Notwithstanding any inconsistent provision 16 of law, all or a portion of the funds 17 appropriated herein may be suballocated or 18 transferred to any department, agency, or 19 public authority (ACNP2508) (85021) ......... 40,000,000",1182,19.0,2025-26,CAP 25-26.pdf,MISCELLANEOUS -- ALL STATE DEPARTMENTS AND AGENCIES|85021|2025|40000000,,arts_culture,,,[],[],False,False,[],False,,,,[],[],False
MISCELLANEOUS -- ALL STATE DEPARTMENTS AND AGENCIES,CAPITAL PROJECTS,Capital Projects Fund,WCB IT Business Process Design Account - 32218,85021,2024,0,80000000,"5 The appropriation made by chapter 54, section 1, of the laws of 2024, as
6 supplemented by a transfer in accordance with state finance law, is
7 hereby amended and reappropriated to read:
8 The sum of [$50,000,000] _$_8_0_,_0_0_0_,_0_0_0 is hereby appropriated for
9 payments and grants, including up to [$400,000] _$_8_0_0_,_0_0_0 in costs
10 associated with program administration to eligible nonprofit arts
11 and cultural organizations for the arts and cultural facilities
12 improvement program. Such program shall provide for targeted invest-
13 ment for capital projects in such eligible arts or cultural facili-
14 ties to improve the quality, efficiency, and accessibility of arts
15 and cultural organizations that benefit New Yorkers. Provided that
16 such investments may include, but are not limited to: renovations
17 and retrofitting to comply with COVID-19 health regulations, includ-
18 ing outdoor performance space projects, HVAC upgrades, renovations
19 or expansions of space that is open to the public; modifications to
20 provide for sustainable, energy efficient spaces that would result
21 in overall energy and cost savings; technology and other equipment
22 that will benefit the public; and accessibility renovations. Up to
23 [$20,000,000] _$_3_5_,_0_0_0_,_0_0_0 shall be made available exclusively for
24 small to midsize eligible nonprofit arts and cultural organizations.
25 Funding from this appropriation shall be made available through a
26 competitive process to be determined exclusively by the New York
27 state council on the arts. The determination of this competitive
28 process and guidelines shall be limited to the New York state coun-
29 cil on the arts in consultation with the dormitory authority of the
30 state of New York. The guidelines for the program and competitive
31 process shall ensure that such funding is made available for uses
32 throughout the state and takes into account regional distribution,
33 supports a range of grant awards including a minimum grant of
34 $50,000, and no match requirements for organizations as deemed
35 appropriate by the New York state council on the arts. Notwithstand-
36 ing any inconsistent provision of law, the dormitory authority shall
37 be authorized to administer this program and designated state agen-
38 cies shall provide all necessary assistance. Notwithstanding any
39 inconsistent provision of law, all or a portion of the funds appro-
40 priated herein may be suballocated or transferred to any department,
41 agency, or public authority (ACNP2408) (85021) .....................
42 [50,000,000] _8_0_,_0_0_0_,_0_0_0 .......................... (re. $80,000,000)",1184,5.0,2025-26,CAP 25-26.pdf,MISCELLANEOUS -- ALL STATE DEPARTMENTS AND AGENCIES|85021|2024|0,,arts_culture,,,[],[],True,False,"[""any department""]",False,,,,[],[],False
